,RecurrenceRate,DiagRec,Determinism,DeteRec,L,Divergence,LEn,Laminarity,TrappingTime,VMax,VEn,W,WMax,WEn,LamiDet,VDiv,WVDiv,RQA_classic_name=PI_FHJ_3_15_15_window=1000_step=25_rettype=6_m=1_tau=1_eps=0.3.txt
26500,0.1957917917917918,4.831013215625122e-05,0.3515204809914313,1.7953790492159343,2.245313826660571,0.14285714285714285,0.6176333116702837,0.37295241211476715,2.253985910270671,9,0.6118123131073916,6.403693622989964,608,2.514356844006831,1.0609692245040432,0.1111111111111111,0.001644736842105263,18.23555
26525,0.19496296296296298,-0.010883068460795935,0.3507660395958268,1.7991419204193242,2.2409630650134487,0.14285714285714285,0.6105573196164206,0.37221720200443603,2.2402966625463536,9,0.5874980825592903,6.396754327563249,633,2.512016691243425,1.061155186041746,0.1111111111111111,0.001579778830963665,18.31593
26550,0.194990990990991,-0.0171834312924581,0.3517731370254009,1.8040481523664527,2.2405179178655508,0.14285714285714285,0.6098639354795177,0.37510010472494304,2.225376134494731,9,0.5610561188166377,6.330586125779335,658,2.4947719718498838,1.0663125328352112,0.1111111111111111,0.001519756838905775,18.38022
26575,0.19467067067067068,-0.019393108283011416,0.3509327629116189,1.802699716925005,2.2369059324811538,0.14285714285714285,0.6039161131204253,0.3771776465990662,2.222114510754317,9,0.5577777245849653,6.317685214001409,683,2.4938459565829696,1.0747860743171962,0.1111111111111111,0.0014641288433382138,18.36415
26600,0.19484484484484485,-0.014917226987282126,0.3512972001027485,1.8029586586316246,2.237419017080034,0.14285714285714285,0.6047493992388187,0.38828666837914205,2.264637142685923,9,0.6251055728442931,6.3552529759454695,708,2.501862012367258,1.105293945598128,0.1111111111111111,0.0014124293785310734,18.29985
26625,0.196974974974975,0.0002900430483859083,0.3535964386262692,1.7951338167256652,2.2420570986659794,0.125,0.6124126775449843,0.3987844169571802,2.278778022999187,9,0.6528569307831128,6.3170391519805715,733,2.4953439657931105,1.1277953434895085,0.1111111111111111,0.001364256480218281,18.21947
26650,0.19732932932932934,-0.004921918219883592,0.3538238337763529,1.793062566922552,2.2407478797224365,0.125,0.6102509545130161,0.40311060609134997,2.286265032510501,9,0.6647653229674154,6.353435606123156,758,2.5032501776225704,1.1392974910394265,0.1111111111111111,0.0013192612137203166,18.38022
26675,0.1988948948948949,-0.0025116595808116417,0.3568768369770906,1.7942986277535204,2.24228434100683,0.125,0.6127648981186975,0.4136973064379756,2.3304604218643683,9,0.723344471507274,6.412109864758689,783,2.5097916114185375,1.1592159074883657,0.1111111111111111,0.001277139208173691,18.47665
26700,0.19805405405405405,-0.01074532992152082,0.3557132459970888,1.796041225694908,2.241686839087782,0.125,0.611796148664293,0.4085496522723597,2.3258905449732405,9,0.7178018643691932,6.432204100105603,808,2.5097694844711764,1.1485365160556975,0.1111111111111111,0.0012376237623762376,18.20339
26725,0.19866266266266266,-0.010884380907493683,0.35654829087391166,1.7947423340406206,2.2439906133062726,0.125,0.6155139208462992,0.4087895033860045,2.3124501197126897,9,0.6976017672773875,6.404253186548838,833,2.500808144482285,1.1465193182781719,0.1111111111111111,0.0012004801920768306,18.21947
26750,0.19946946946946947,-0.003547842134855975,0.3584483364279621,1.7970085215613696,2.2461635220125786,0.125,0.6190800856076516,0.412766598083003,2.306303275011216,9,0.6876292718923159,6.3954704997492895,858,2.4976033023707496,1.1515372122976983,0.1111111111111111,0.0011655011655011655,18.52486
26775,0.19935335335335336,-0.005152851463443824,0.35694989806883115,1.7905387196378797,2.2460663507109007,0.125,0.6189066927044128,0.41541721481868304,2.3024602026049203,9,0.6836596734359931,6.3969075607801225,883,2.4951590765139806,1.1637969840198066,0.1111111111111111,0.0011325028312570782,18.34808
26800,0.19862662662662664,-0.00910375172087656,0.35577640252383735,1.791181819709484,2.2434218889030126,0.125,0.6146763682443424,0.41671538290967003,2.296506137865911,9,0.6747548759949663,6.419348899489497,908,2.5065625361096817,1.1712844920392091,0.1111111111111111,0.0011013215859030838,18.31593
26825,0.19743543543543543,-0.01852960086809605,0.3527413581561362,1.786616254464049,2.241719293723418,0.125,0.611967416793506,0.41073221184558756,2.288862519071029,9,0.6628365138305211,6.466554338668913,933,2.5177228644685017,1.1644004944375772,0.1111111111111111,0.0010718113612004287,18.44451
26850,0.19771971971971972,-0.01047362071827459,0.35229493423517383,1.7817895692679229,2.2406620298815043,0.125,0.6102282941844946,0.40923036421259407,2.282616062351745,9,0.6550835979141194,6.4224727747202195,958,2.5102745541347145,1.1616129681257725,0.1111111111111111,0.0010438413361169101,18.41237
26875,0.197985985985986,-0.009974121893849257,0.3521851679576112,1.778838871871163,2.239231065963739,0.14285714285714285,0.6078062362654779,0.4124921633263899,2.2997519449768857,9,0.6837249104110228,6.4334450963956415,983,2.5132406753609424,1.1712366131671883,0.1111111111111111,0.001017293997965412,18.29985
26900,0.1983923923923924,-0.0042386569027993955,0.3534516685671615,1.781578740519866,2.2386552473475647,0.14285714285714285,0.6068444589832771,0.4116976295952451,2.2924088329493735,9,0.6734721894135359,6.389341191748664,601,2.5039136503333905,1.1647918688973906,0.1111111111111111,0.0016638935108153079,18.38022
26925,0.19695695695695695,-0.009039245614732981,0.34980687131530797,1.776057452957881,2.2356915481062822,0.14285714285714285,0.6018452197987075,0.3995527546249238,2.284817484305975,9,0.6609493559865645,6.392003592396095,626,2.5076816788102656,1.1422095658743536,0.1111111111111111,0.001597444089456869,18.36415
26950,0.19662662662662664,-0.01553675156741765,0.3499974545639668,1.7800104724807964,2.236645194872796,0.14285714285714285,0.6034651535349298,0.4051112355546505,2.3127179725645197,9,0.6952469883795253,6.454563758389262,651,2.517444108642301,1.157469090909091,0.1111111111111111,0.0015360983102918587,18.50879
26975,0.1987927927927928,-0.005952333968537575,0.3524376365851939,1.7728894072761952,2.241465445462115,0.14285714285714285,0.6114406091760592,0.41132159078320596,2.324455068009789,9,0.7126896669440035,6.46522899216428,676,2.513681417595103,1.1670762372842611,0.1111111111111111,0.0014792899408284023,18.10691
27000,0.1991071071071071,-0.004922412314849329,0.3525650049269009,1.7707303875257607,2.2419437340153454,0.14285714285714285,0.6122302382441698,0.4155086773784865,2.3174069089277705,9,0.7043512502293771,6.48154862758387,676,2.5196514023473964,1.1785306867442389,0.1111111111111111,0.0014792899408284023,18.25163
27025,0.1964844844844845,-0.016656876307631293,0.3493030648842517,1.7777641109969404,2.241972402066575,0.14285714285714285,0.6122647020809104,0.4117317411150962,2.315702005730659,9,0.7033420242174057,6.586067893716658,701,2.5496526178235364,1.1787235283822415,0.1111111111111111,0.0014265335235378032,18.28378
27050,0.19677277277277277,-0.009548155410638656,0.3491168810027674,1.774213353215879,2.242598522972355,0.14285714285714285,0.613281530320702,0.40476965651961583,2.307790475085562,9,0.6920457103310986,6.573680509099641,726,2.5484041882743806,1.1594101532902021,0.1111111111111111,0.0013774104683195593,18.332
27075,0.1948008008008008,-0.04195780595497449,0.34764601296979536,1.7846231203396892,2.2397536913196054,0.14285714285714285,0.6086171511551332,0.4037182820673566,2.2948358453090316,9,0.6717001239471764,6.5749504544522654,751,2.5441697192298895,1.1612912761994856,0.1111111111111111,0.0013315579227696406,18.46058
