,RecurrenceRate,DiagRec,Determinism,DeteRec,L,Divergence,LEn,Laminarity,TrappingTime,VMax,VEn,W,WMax,WEn,LamiDet,VDiv,WVDiv,RQA_classic_name=PI_BDF_3_15_15_window=1000_step=25_rettype=6_m=1_tau=1_eps=0.3.txt
1000,0.185997997997998,-0.02337479246891313,0.33365982821346307,1.7938893525996686,2.218810392956839,0.16666666666666666,0.5734241403997239,0.37564850494047747,2.2671170585942577,5,0.6487467245223483,6.6022200886014115,414,2.532505626246377,1.1258427691215847,0.2,0.0024154589371980675,17.83344
1025,0.18697897897897897,-0.03349746075036232,0.3339115165531714,1.7858238309810819,2.22059242381088,0.16666666666666666,0.5764951299213877,0.37414878581523836,2.2791547091051396,5,0.6661599840688808,6.590785770857557,414,2.5267054658954127,1.120502789713333,0.2,0.0024154589371980675,17.92997
1050,0.18684884884884884,-0.04542965565051975,0.3333940491369427,1.7842981168518808,2.2201926507313594,0.14285714285714285,0.5759294171559304,0.3722985931791152,2.269858897308597,5,0.6521987539892817,6.553188638799571,414,2.5221618379426824,1.1166923769121995,0.2,0.0024154589371980675,17.80125
1075,0.1871891891891892,-0.052966247579070556,0.3350231548325686,1.7897569634428296,2.21958477999008,0.14285714285714285,0.5749137257205674,0.379129634977166,2.2690264353837293,5,0.6497764519444225,6.549357730648291,365,2.529014031362586,1.1316520351157222,0.2,0.0027397260273972603,17.83344
1100,0.18868068068068067,-0.04482922095067591,0.3362689132695287,1.782211681961352,2.2216614090431124,0.14285714285714285,0.5784635779748997,0.36935254546612056,2.266718760174513,5,0.6463265091198668,6.460575968222443,365,2.515215436700829,1.0983844503344693,0.2,0.0027397260273972603,17.8978
1125,0.190012012012012,-0.03343427977335432,0.33884375888990736,1.783275464019015,2.2234513274336285,0.14285714285714285,0.5814938296619172,0.36574264310775356,2.258049827619853,5,0.6329959819849686,6.437430676268521,365,2.512822249202974,1.079384328358209,0.2,0.0027397260273972603,17.99432
1150,0.18984384384384384,-0.02292415485788507,0.3390700960696848,1.786047359790013,2.2211246200607904,0.14285714285714285,0.5775564211103928,0.3698102860999504,2.263327739770234,5,0.6413246509531029,6.467438494934877,365,2.5216697415406255,1.0906602805336982,0.2,0.0027397260273972603,17.94606
1175,0.19237837837837837,-0.004214270649072863,0.3426992600917861,1.7813813744585678,2.2229647630619684,0.14285714285714285,0.5806883413721927,0.3696627225708428,2.258089123386943,5,0.6331976975002085,6.373835467623531,365,2.5022530520341433,1.0786796635389146,0.2,0.0027397260273972603,17.99432
1200,0.19075275275275275,-0.010952599833749925,0.3406555346816259,1.785848590731333,2.2220853015677413,0.14285714285714285,0.5792241203055369,0.3640704862459462,2.2504865706500583,5,0.6212212420977536,6.398800402063045,365,2.5085955184287845,1.0687349805903013,0.2,0.0027397260273972603,17.99432
1225,0.19136936936936938,-0.0069374227940846266,0.3428741800834824,1.7916878819916462,2.2226366472263663,0.14285714285714285,0.5801412022341849,0.3615583383025244,2.2420369769704833,5,0.6080443374800577,6.345475660821775,365,2.4957256481565766,1.0544927536231885,0.2,0.0027397260273972603,17.81734
1250,0.19231631631631632,-0.0014267248974491505,0.3449230705169578,1.7935195365828362,2.2239076448083765,0.14285714285714285,0.5823054466072585,0.3748100185296996,2.2496094970321776,5,0.6189775761285339,6.393748865455386,365,2.504604724544688,1.0866481559727168,0.2,0.0027397260273972603,17.75297
1275,0.19285485485485485,0.0058361044409515435,0.3462955850141699,1.7956280399308413,2.225862414092213,0.14285714285714285,0.5855761994369412,0.37798839418255803,2.242670608524267,5,0.6082472798148559,6.388906314486174,365,2.501285980897523,1.0915195299619291,0.2,0.0027397260273972603,17.91389
1300,0.1906786786786787,-0.011553546879997227,0.34290873965814117,1.7983591140569644,2.2220710300721187,0.14285714285714285,0.5791497603311965,0.3698185712485826,2.2341113789166562,5,0.594357217744232,6.38681741245296,365,2.4990007410602177,1.0784751990202082,0.2,0.0027397260273972603,17.84953
1325,0.19025225225225226,-0.018204104716636426,0.343635234818112,1.8062084981916104,2.224977856510186,0.14285714285714285,0.5841029709792424,0.37191021877071695,2.233788395904437,5,0.5942290035210658,6.441671916967868,365,2.512396663668385,1.0822819696227342,0.2,0.0027397260273972603,17.91389
1350,0.19126726726726725,-0.007179642772494848,0.34426092235550254,1.7998946044147202,2.2251539138082674,0.14285714285714285,0.584376966949489,0.38162825263246036,2.2459036589873107,5,0.6168312923213366,6.482464201573961,365,2.5207943870587632,1.1085436302827607,0.2,0.0027397260273972603,17.68859
1375,0.1921081081081081,0.004756922845070351,0.34531774317930763,1.7975177965158107,2.2268817204301077,0.14285714285714285,0.5873139945662634,0.38052064444861294,2.2379259622456487,5,0.6040085798909407,6.39370662798556,365,2.5015773073724685,1.101943505552873,0.2,0.0027397260273972603,17.80125
1400,0.19185385385385387,0.0038042135852264882,0.3452536235664868,1.7995657456507825,2.2268138376632116,0.14285714285714285,0.5871864527417777,0.3847084972503678,2.261085556577737,5,0.6398829223194537,6.47081400393819,365,2.5170644874780543,1.1142779423321043,0.2,0.0027397260273972603,17.75297
1425,0.19191191191191193,-0.004207306395504672,0.34417901105779264,1.7934218237363593,2.228955546547764,0.14285714285714285,0.5907225865728514,0.38082620488211977,2.249152855646602,5,0.6207473929026712,6.454627208686529,365,2.51212543841501,1.106477131512745,0.2,0.0027397260273972603,17.88171
1450,0.1932012012012012,0.005691404685598715,0.3472084058691868,1.7971337844199078,2.2302316293929714,0.14285714285714285,0.5928964595188646,0.3781086794329769,2.237628012509965,5,0.6015559343731687,6.381136311115513,365,2.4957050467785202,1.0889963291252573,0.2,0.0027397260273972603,17.76907
1475,0.19365165165165166,0.012180870857848516,0.3472278220595685,1.7930537596662268,2.227845582382595,0.14285714285714285,0.5889038237109737,0.3725873316171986,2.2505307855626326,5,0.6227322988210485,6.386690052286717,365,2.4950135768435575,1.0730342096644536,0.2,0.0027397260273972603,17.84953
1500,0.19383983983983985,0.00821009587924285,0.34753106183448146,1.7928773678394956,2.227525486561631,0.14285714285714285,0.5883648429700996,0.3674230296520455,2.2422160594982983,5,0.6091647461438786,6.317870933961647,365,2.4744340995488656,1.0572379565514578,0.2,0.0027397260273972603,18.07474
