,RecurrenceRate,DiagRec,Determinism,DeteRec,L,Divergence,LEn,Laminarity,TrappingTime,VMax,VEn,W,WMax,WEn,LamiDet,VDiv,WVDiv,RQA_classic_name=w_JLN_3_15_15_window=1000_step=25_rettype=6_m=1_tau=1_eps=0.3.txt
2250,0.19434234234234235,0.007906822578056878,0.3478892391371531,1.7900846256361946,2.2434730618481367,0.1,0.6146625606946076,0.3864062467808064,2.272369297873629,7,0.6557826930487985,6.381740955591915,526,2.5049692285808094,1.1107162950460454,0.14285714285714285,0.0019011406844106464,18.47665
2275,0.19279079079079078,-0.002225486347911299,0.3449880061059824,1.7894423519448615,2.2426083434588904,0.1,0.6132452106253319,0.37835283855491747,2.2654355530684573,7,0.6444897793888539,6.452458852201783,526,2.520697817601159,1.0967130214917824,0.14285714285714285,0.0019011406844106464,18.28378
2300,0.19058458458458458,-0.01802391137770417,0.34136579934241623,1.7911511578257393,2.239319184123484,0.1,0.607804776982597,0.37818418647646457,2.2671284634760704,7,0.6483064839666424,6.510657208498935,526,2.529038952617104,1.1078561097947504,0.14285714285714285,0.0019011406844106464,18.3963
2325,0.19112712712712712,-0.009840576200290928,0.3429421376796413,1.7943143018705834,2.241851547521227,0.1,0.6119514327993791,0.37060585746009134,2.2640941959429193,7,0.6433315869571377,6.431680673661876,526,2.5150621334790197,1.0806658521686012,0.14285714285714285,0.0019011406844106464,18.47665
2350,0.19088088088088087,-0.007686122420467187,0.3416749698463475,1.789990533727522,2.238661352391424,0.1,0.6066805519196952,0.3658398447742409,2.2638239875389408,7,0.6417665645527965,6.414479010061293,526,2.508182548467017,1.070724744451607,0.14285714285714285,0.0019011406844106464,18.38022
2375,0.1911071071071071,-0.004556746169310993,0.3417942969683002,1.788496001756437,2.2388663967611335,0.1,0.6070203577078238,0.3702780280332712,2.275542393613597,6,0.6584177077450959,6.423888944041828,526,2.509939723792206,1.083335887455175,0.16666666666666666,0.0019011406844106464,18.60519
2400,0.19134334334334335,-0.006417227553084109,0.3421151753578304,1.7879648666112444,2.2389756231169544,0.1,0.6072321449846412,0.36847116430903154,2.276912135514321,6,0.6635649216857374,6.42461329535292,526,2.5119821783587923,1.077038350969478,0.16666666666666666,0.0019011406844106464,18.63732
2425,0.1911951951951952,-0.00550346985306975,0.34094573935624384,1.7832338255580384,2.237561847168774,0.1,0.6049284986602294,0.36000293187577226,2.275531140379906,6,0.6628013863852885,6.414971615828934,526,2.5069892275486176,1.0558950892171617,0.16666666666666666,0.0019011406844106464,18.36415
2450,0.19085085085085085,-0.012617956277295983,0.3403440679744047,1.7832986672948195,2.2372776168804305,0.1,0.6044234038489859,0.3529529004510647,2.2782178888211795,6,0.6659835690340051,6.414327330508475,526,2.5047056548553046,1.0370473108337186,0.16666666666666666,0.0019011406844106464,18.49272
2475,0.1923923923923924,-0.00421074099737202,0.3431217481789802,1.7834475880894967,2.2409949707761316,0.1,0.6105362480107127,0.3531425598335068,2.2848582777889987,6,0.6735422829384676,6.392895568834523,394,2.498608927891078,1.0292048280463397,0.16666666666666666,0.0025380710659898475,18.38022
2500,0.19326926926926927,-0.006394235006595944,0.34457933663427875,1.782897705036589,2.2415768194070083,0.1,0.6115151052904694,0.34970685118813316,2.271870794078062,6,0.6550509862876349,6.35450093168214,394,2.491326148082795,1.0148805050353222,0.16666666666666666,0.0025380710659898475,18.3963
2525,0.1934154154154154,-0.0011226095110787614,0.3445984411712952,1.7816493087232506,2.2430939226519335,0.125,0.6142073272955307,0.3584374450114376,2.277774123528251,6,0.6640969502445291,6.3803653572492305,394,2.4963444172736646,1.0401597981497057,0.16666666666666666,0.0025380710659898475,18.71763
2550,0.19425425425425424,0.002406525636860532,0.3477893435020097,1.7903821197490863,2.2447947848067584,0.125,0.6169963603451811,0.3611254251262496,2.283628779979145,6,0.6726567065134018,6.316670762677153,394,2.484386477715441,1.0383452853671546,0.16666666666666666,0.0025380710659898475,18.76581
2575,0.19457857857857858,0.005695790591423241,0.3486912503086674,1.792033084298907,2.2460070249850883,0.125,0.6189689736898535,0.3632191949954729,2.285066994627484,6,0.677139950093204,6.280914066062936,394,2.468404980350027,1.0416642077308942,0.16666666666666666,0.0025380710659898475,18.74975
2600,0.19343743743743744,-0.007140926269752061,0.34621514768893213,1.789804250280698,2.2469102632993017,0.125,0.6204107674021889,0.36113928504895365,2.2784198498204375,6,0.6668694703886411,6.348318118266305,408,2.49135756764917,1.0431065407150544,0.16666666666666666,0.0024509803921568627,18.3963
2625,0.19275275275275275,-0.02016810184373965,0.3464997922725384,1.7976386190292162,2.24426505213589,0.125,0.6161329645656995,0.3577170751973411,2.2713842907076436,6,0.6564420199401109,6.393646271573856,433,2.5002359639577327,1.0323731303018495,0.16666666666666666,0.0023094688221709007,18.2677
2650,0.1923823823823824,-0.01370284213444363,0.34586607003486136,1.7978053174713902,2.2426450742240216,0.125,0.613481938260546,0.360944898277746,2.2547617499837482,6,0.6311568820981327,6.443678314439788,458,2.5104449558948367,1.043597304128054,0.16666666666666666,0.002183406113537118,18.66945
2675,0.1897977977977978,-0.03935858284968868,0.3449748955740264,1.8175916663772222,2.241911159857417,0.125,0.612260529768982,0.35853972406227586,2.2462992334126355,6,0.6178288986903447,6.5106372252470255,479,2.526765033808795,1.03932120470876,0.16666666666666666,0.0020876826722338203,18.47665
2700,0.18963563563563562,-0.020388275520031692,0.343886912365529,1.8134087046079805,2.241073271413829,0.125,0.6108882961037794,0.35756891145761854,2.2354960068642336,6,0.6003940274966924,6.527680932410355,479,2.5305320700525824,1.039786332657948,0.16666666666666666,0.0020876826722338203,18.41237
2725,0.1897137137137137,-0.014629231171837663,0.3437348304172559,1.8118607436886023,2.2411586624466766,0.125,0.6109977500162328,0.36182224942487495,2.253203653808241,6,0.6287358211819263,6.5566144731273805,479,2.532178167526091,1.052620268320388,0.16666666666666666,0.0020876826722338203,18.65338
2750,0.18927527527527527,-0.016862408143356725,0.3429867890801011,1.8121056148579007,2.239124430327303,0.125,0.6076482211785855,0.3550342172344859,2.242966922819913,6,0.6121036993111498,6.5583709947697155,479,2.535314928032511,1.0351250501125606,0.16666666666666666,0.0020876826722338203,18.50879
2775,0.1892172172172172,-0.027008325592731714,0.34053156146179403,1.7996859190190462,2.238800779076238,0.125,0.6070862586800605,0.3474723321412701,2.250462550537929,6,0.6244156489865815,6.57705514380907,479,2.5408672510163037,1.0203821656050955,0.16666666666666666,0.0020876826722338203,18.34808
2800,0.18934334334334335,-0.0171078225702445,0.34194360150988085,1.8059446689383833,2.239612188365651,0.125,0.6084541071879983,0.3417850005815367,2.2379534754915538,6,0.6039737315263142,6.57723355700126,479,2.5409922379505443,0.9995361781076065,0.16666666666666666,0.0020876826722338203,18.55699
2825,0.1905025025025025,-0.013084288810954758,0.3423536088107949,1.7971081970762963,2.237277659501408,0.125,0.6046448897970842,0.34178611963512545,2.238796723342741,6,0.6054369375962428,6.548061080631189,496,2.537546645863165,0.9983423888019154,0.16666666666666666,0.0020161290322580645,18.55699
2850,0.19045845845845846,-0.010660063514026348,0.3423697100931318,1.7976083229078912,2.2353304508956144,0.125,0.6013879886518599,0.3393739357117329,2.2258531540847986,6,0.5833917937360863,6.524017541186232,521,2.5298826791814246,0.9912498848669061,0.16666666666666666,0.0019193857965451055,18.2677
2875,0.19164964964964964,-0.004461104754699018,0.3441485861128811,1.7957172723352812,2.2352262704389716,0.125,0.6011928632422999,0.35387395669024013,2.2682289922999663,8,0.6275179389750398,6.544886276774643,546,2.530516588090033,1.0282592199119744,0.125,0.0018315018315018315,18.332
2900,0.1913873873873874,-0.00441612458244669,0.34555116215820414,1.805506448859003,2.2347449600865916,0.125,0.600359245863347,0.3600598338877382,2.2742649487941855,8,0.6389043819694957,6.568237579227152,571,2.5362801718535337,1.041987043651995,0.125,0.0017513134851138354,18.46058
2925,0.18928128128128127,-0.008914376563815081,0.3423836016330675,1.8088613903889879,2.2320209611804454,0.125,0.5957742832905065,0.35265373468999217,2.2655432493035264,8,0.6241171221064382,6.6259698884949385,596,2.553344375262884,1.0299959840598065,0.125,0.0016778523489932886,18.50879
2950,0.18904104104104105,-0.008079006487391764,0.3417490945290492,1.8078037057299905,2.2325999723259997,0.125,0.596840526832377,0.35933958867261134,2.2743481466586233,8,0.6395232609287091,6.663190500774394,621,2.5645991146178972,1.0514719553765106,0.125,0.001610305958132045,18.47665
2975,0.18898098098098098,-0.012666171415358215,0.3422496715962541,1.8110270664257904,2.2320713002625396,0.125,0.5960302218396584,0.35699605915504895,2.2725065749544813,8,0.6366813887825674,6.613998259177717,646,2.5540863853152898,1.0430866375708052,0.125,0.0015479876160990713,18.65338
3000,0.19044444444444444,-0.008961484244447503,0.34389815720037425,1.8057662863496897,2.2336474122627337,0.125,0.5987135879654868,0.3687386336161132,2.2999803291587435,8,0.683349879577113,6.695445558291998,671,2.570178736192646,1.0722320718958243,0.125,0.0014903129657228018,18.41237
3025,0.18834034034034033,-0.02888340406606558,0.34168119392831325,1.8141689311534555,2.234705228031146,0.125,0.6004725101931667,0.3699562056209873,2.3076515051054236,8,0.6942666859743265,6.762820400970146,696,2.581814517305295,1.0827526132404182,0.125,0.0014367816091954023,18.65338
3050,0.17953153153153154,-0.09883991177779852,0.34003523796779517,1.8940140211975744,2.2344104931486775,0.125,0.5999649879125462,0.36796913332441233,2.308521057786484,8,0.694875158600603,7.159963553530751,721,2.632456367402588,1.0821500016397205,0.125,0.0013869625520110957,19.31153
3075,0.23803403403403403,-0.14486463015190537,0.4560463590640717,1.9158872003944878,2.3565995914642097,0.07692307692307693,0.781143375720463,0.48153879796127774,2.4816436218629447,9,0.9231578093958017,5.997104688373038,746,2.3053219127157996,1.0558987883370525,0.1111111111111111,0.0013404825737265416,19.37569
3100,0.2874234234234234,-0.19429559049743556,0.5562590549426056,1.93532958558893,2.5033226756943137,0.07692307692307693,0.9583287981179779,0.590312604480107,2.6544930622983682,10,1.101381332673964,5.673805106458167,763,2.0826579377483334,1.0612188677827725,0.1,0.001310615989515072,19.66431
3125,0.32745545545545546,-0.22598791800040563,0.6399696754787116,1.9543717009954298,2.663985951696231,0.07142857142857142,1.1190746779825569,0.6748245335159326,2.913859556494192,15,1.312695516228943,5.738830148414007,788,1.9251523547517158,1.0544632962665752,0.06666666666666667,0.0012690355329949238,20.12893
3150,0.4082782782782783,-0.27336722346198616,0.7744722583176012,1.8969225146720368,3.115103940672952,0.058823529411764705,1.4625214479920268,0.7974403608993061,3.6045393089079503,21,1.7129808651781315,6.226688706890075,428,1.7354366711292735,1.0296564561674537,0.047619047619047616,0.002336448598130841,19.87265
3175,0.42783983983983986,-0.3151229058140359,0.8223915098312635,1.9221947870472336,3.402644672900815,0.05,1.6307962771374864,0.840444348778228,4.036134831460674,23,1.9012192789016409,7.329069767441861,284,1.7128552009197684,1.0219516358463727,0.043478260869565216,0.0035211267605633804,20.14495
3200,0.44193393393393393,-0.3561161775148093,0.8626158571389742,1.9519113399151857,3.765453826379276,0.041666666666666664,1.8083593430277423,0.8721652940483633,4.556205035971223,23,2.0852507483391727,8.797300337457818,226,1.7036262053990578,1.0110703238647405,0.043478260869565216,0.004424778761061947,20.4491
3225,0.4484544544544545,-0.37566653904647584,0.8941933813386428,1.9939446970739323,4.152627759925365,0.030303030303030304,1.9680303301558084,0.8953496158533591,5.167366603972896,30,2.2582583034669925,10.701699239214614,234,1.6995425158604176,1.0012930474982777,0.03333333333333333,0.004273504273504274,20.38508
3250,0.4492212212212212,-0.4061967932653657,0.9150570891232074,2.0369854448006652,4.612098205260676,0.02564102564102564,2.128559622009177,0.9130560730170332,5.8987964989059085,51,2.412154037706696,13.17822055414505,259,1.719687458635012,0.9978132335895112,0.0196078431372549,0.003861003861003861,20.68908
3275,0.4481681681681682,-0.4493244608803731,0.9340301974448316,2.084106511318205,5.23869415979756,0.02127659574468085,2.31240148284371,0.9291074778879657,6.841551264761027,82,2.5776700508432095,16.490335225736686,284,1.7508790523274227,0.9947295927151684,0.012195121951219513,0.0035211267605633804,20.70508
3300,0.4433953953953954,-0.476080825336674,0.9469965142950026,2.135783375581796,5.9489732244157025,0.02040816326530612,2.484763894716579,0.9412667738265095,7.994937679769895,86,2.728548541563428,20.396198830409357,309,1.7948807427256488,0.9939495654081064,0.011627906976744186,0.003236245954692557,20.75306
3325,0.43535135135135133,-0.5121937903596853,0.9551131712790516,2.1938904480584127,6.765594970520213,0.016129032258064516,2.648105303477541,0.9497282233810667,9.277897574123989,139,2.8523013470834133,24.490981206912835,334,1.8131676166797448,0.9943619792293581,0.007194244604316547,0.0029940119760479044,20.6251
3350,0.42670470470470473,-0.5395974043059396,0.9609175233063869,2.2519496802159167,7.915017777090741,0.015625,2.840125041931416,0.9565400982457457,10.66799225576893,154,2.93847608130765,29.51973902465996,330,1.84262340782716,0.9954445361287834,0.006493506493506494,0.0030303030303030303,20.70508
