,RecurrenceRate,DiagRec,Determinism,DeteRec,L,Divergence,LEn,Laminarity,TrappingTime,VMax,VEn,W,WMax,WEn,LamiDet,VDiv,WVDiv,RQA_classic_name=w_BDF_3_15_15_window=1000_step=25_rettype=6_m=1_tau=1_eps=0.3.txt
2875,0.20702902902902903,-0.027345073335205392,0.3642455831584648,1.7593937665011765,2.2685497470489038,0.125,0.6544213117595696,0.4294610824767191,2.336068591867866,8,0.7447084406128373,6.537165873306481,430,2.525306848984653,1.1790426633392623,0.125,0.002325581395348837,18.54093
2900,0.2081101101101101,-0.020612897628662828,0.3651816721339862,1.7547521931576042,2.269173291888338,0.125,0.6553408272933006,0.428278708237535,2.3434045689019896,8,0.7547453747376602,6.453400199910385,430,2.5051762455960955,1.1727825926608888,0.125,0.002325581395348837,18.47665
2925,0.20775175175175176,-0.022824787182977924,0.36426974521065414,1.7533895244644195,2.2662470023980816,0.125,0.6507971823277432,0.42870909301160237,2.330312712796606,8,0.7368100814670729,6.407814741444088,430,2.5030471808190375,1.1769000820084126,0.125,0.002325581395348837,18.52486
2950,0.20728328328328327,-0.02775351069784299,0.364455562209044,1.758248694425404,2.2669109696023066,0.125,0.651860224510087,0.42372848615967085,2.3185709755839765,8,0.7207233555968038,6.3573301751120885,430,2.492310444684315,1.1626341592685836,0.125,0.002325581395348837,18.07474
2975,0.2073013013013013,-0.024876833034558055,0.36519648082513256,1.761669987272965,2.267222255530907,0.125,0.652430288947204,0.4283562053946517,2.326758642396265,8,0.7315363221690311,6.377210982413892,430,2.494193596509816,1.172947243157477,0.125,0.002325581395348837,18.68551
3000,0.20721121121121122,-0.02451073017306457,0.36398330467044115,1.7565811354648737,2.2663177525115805,0.125,0.6510878440594369,0.4277501884021565,2.3337198882504877,8,0.738654724647031,6.338975066455803,430,2.4927611963659513,1.1751917819127757,0.125,0.002325581395348837,18.49272
3025,0.20551351351351352,-0.04153662954060306,0.36547041518109374,1.7783279013283098,2.2682587666263605,0.125,0.6540386351830723,0.42569213084731233,2.32924684185278,8,0.7335608456516312,6.373120221438336,430,2.505590084908009,1.1647786336860624,0.125,0.002325581395348837,18.62126
3050,0.1962102102102102,-0.10021783598089054,0.366351383064475,1.8671372028600537,2.2675887331059745,0.125,0.653053972876981,0.4243676472088728,2.3272900229421967,8,0.7309369609350811,6.758224699677186,430,2.5525644561905474,1.158362345077287,0.125,0.002325581395348837,19.29549
3075,0.25647447447447447,-0.16023663261766777,0.48465759626568,1.8896913513859852,2.4095389630549517,0.08333333333333333,0.8489959893111336,0.5491963874513109,2.5092549662969437,8,0.9604398317204745,5.872552205366763,430,2.2452875279629376,1.1331636843885389,0.125,0.002325581395348837,19.82458
3100,0.36803203203203205,-0.1853107680164757,0.672434614212977,1.827108935328898,2.7631490712385722,0.058823529411764705,1.2058184116639865,0.7249390748074329,3.0480536114541876,13,1.415082765332042,5.299783865880016,155,1.8502666080360493,1.0780811390203455,0.07692307692307693,0.0064516129032258064,20.38508
3125,0.4959439439439439,-0.25509481630364267,0.8456064006717153,1.7050443119581544,3.5983955749476073,0.034482758620689655,1.7305777743713664,0.8730441943453198,4.292257923670788,30,2.0050844467778406,6.230959064688281,166,1.6433887424379887,1.0324474763339173,0.03333333333333333,0.006024096385542169,20.75306
3150,0.5462102102102102,-0.27882029327513286,0.9116122742200329,1.6689769930686518,4.47824051567367,0.029411764705882353,2.085329599376974,0.9221938775510204,5.560555162659123,56,2.367269027108855,8.30663803737037,191,1.6015725770901232,1.011607570049494,0.017857142857142856,0.005235602094240838,21.12075
3175,0.5973633633633634,-0.29073784018729704,0.9621962377213179,1.6107386169513622,6.552170340955771,0.014705882352941176,2.6145234233026633,0.959190034284795,8.687915490392497,86,2.864244534288397,13.318156667457117,169,1.5738776824878333,0.9968756857295117,0.011627906976744186,0.005917159763313609,21.47218
3200,0.6181721721721721,-0.33858196804710267,0.9817473451714344,1.5881454865910722,10.473362354892206,0.007874015748031496,3.185333973976116,0.9776408216933256,13.791082278770158,306,3.238020313659661,24.039572953736656,191,1.6431512052865573,0.9958171280031405,0.0032679738562091504,0.005235602094240838,21.93504
3225,0.6065425425425426,-0.3606680763316302,0.9873220934224076,1.6277870457094235,14.698393199351383,0.005405405405405406,3.555746582779494,0.9842656650207282,18.915382175705677,430,3.4559880613662517,37.86133221617093,216,1.7842766700430455,0.9969043249188472,0.002325581395348837,0.004629629629629629,22.06265
3250,0.589945945945946,-0.39314633335375093,0.9896022098697561,1.677445563733781,21.527683448988633,0.004016064257028112,3.943625148872451,0.9891678374361167,26.641623251987934,550,3.669208195411074,59.53591160220994,241,2.001364145164335,0.9995610635977696,0.0018181818181818182,0.004149377593360996,21.99885
3275,0.5674614614614615,-0.4299304684648358,0.9907037294450108,1.7458520035766225,29.905431309904152,0.002577319587628866,4.200816037242742,0.9915398645954976,35.652543447925915,568,3.8091496472180695,82.12613322822232,266,2.2397853741463973,1.000843981026452,0.0017605633802816902,0.0037593984962406013,22.34964
3300,0.5431771771771772,-0.44701972385181166,0.9904945137975136,1.823520124584372,39.7365074671004,0.0016233766233766235,4.329643949861205,0.9925179771263872,46.573331027326184,716,3.9342846178852824,100.2034203420342,285,2.385921549240702,1.0020428819147273,0.0013966480446927375,0.0035087719298245615,22.23805
3325,0.5187707707707707,-0.47414755579956697,0.9898929478323287,1.9081509668742167,50.553212455656286,0.001692047377326565,4.306656111152368,0.9924283939087548,58.99610002294104,700,4.0334825852165945,113.25743048897411,307,2.5129907611464395,1.0025613336088293,0.0014285714285714286,0.003257328990228013,22.19022
3350,0.49467867867867865,-0.5026129980265776,0.9893197675359785,1.999924011640285,57.62682696841113,0.0016129032258064516,4.096554122103711,0.9922741327117025,66.88025095471905,675,4.008215884074329,118.54735840076154,332,2.5743307538107842,1.0029862591172944,0.0014814814814814814,0.0030120481927710845,22.52494
3375,0.4701761761761762,-0.5678795715911598,0.9887333779002184,2.1028997809743077,56.705006105006106,0.0010030090270812437,3.9245017346912716,0.9916884178613856,66.54314285714285,649,4.0028843067854805,119.68604118993134,357,2.5260572819205525,1.0029887126572412,0.0015408320493066256,0.0028011204481792717,22.60459
3400,0.4478958958958959,-0.5571043993820873,0.9880343637696447,2.2059464550201926,55.1101969583645,0.0010030090270812437,3.762600406033732,0.9910827626897427,65.97113954180304,629,3.9354617452260245,121.36832740213524,382,2.561247016543549,1.003085316697354,0.001589825119236884,0.002617801047120419,22.49307
